date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:49:31	499/499	---M--	200	added ('OK')	text/plain	etag:W/%221f3-EivMfyR5sjpOslNMn1rMhiBbpzg%22	https://www.giambarhogar.com/robots.txt		(from )
16:49:33	1234059/1234059	---MCZ	200	added ('OK')	text/html	date:Mon,%2011%20Dec%202023%2021:49:32%20GMT	https://www.giambarhogar.com/	C:/My%20Web%20Sites/proyecto3/www.giambarhogar.com/index.html	(from )
16:49:34	5507/5507	---M--	200	added ('OK')	image/jpeg	date:Wed,%2029%20Nov%202023%2012:16:27%20GMT	https://static.wixstatic.com/media/7a7733_0de05c041c0946aa80d703e0a80e689d~mv2.jpg/v1/fill/w_192%2Ch_192%2Clg_1%2Cusm_0.66_1.00_0.01/7a7733_0de05c041c0946aa80d703e0a80e689d~mv2.jpg	C:/My%20Web%20Sites/proyecto3/static.wixstatic.com/media/7a7733_0de05c041c0946aa80d703e0a80e689d_mv2.jpg/v1/fill/w_192,h_192,lg_1,usm_0.66_1.00_0.01/7a7733_0de05c041c0946aa80d703e0a80e689d_mv2.jpg	(from https://www.giambarhogar.com/)
16:49:34	1664/1664	---M--	200	added ('OK')	image/jpeg	date:Wed,%2006%20Dec%202023%2003:38:42%20GMT	https://static.wixstatic.com/media/7a7733_0de05c041c0946aa80d703e0a80e689d~mv2.jpg/v1/fill/w_32%2Ch_32%2Clg_1%2Cusm_0.66_1.00_0.01/7a7733_0de05c041c0946aa80d703e0a80e689d~mv2.jpg	C:/My%20Web%20Sites/proyecto3/static.wixstatic.com/media/7a7733_0de05c041c0946aa80d703e0a80e689d_mv2.jpg/v1/fill/w_32,h_32,lg_1,usm_0.66_1.00_0.01/7a7733_0de05c041c0946aa80d703e0a80e689d_mv2.jpg	(from https://www.giambarhogar.com/)
16:49:34	4806/4806	---M--	200	added ('OK')	image/jpeg	date:Wed,%2029%20Nov%202023%2012:16:27%20GMT	https://static.wixstatic.com/media/7a7733_0de05c041c0946aa80d703e0a80e689d~mv2.jpg/v1/fill/w_180%2Ch_180%2Clg_1%2Cusm_0.66_1.00_0.01/7a7733_0de05c041c0946aa80d703e0a80e689d~mv2.jpg	C:/My%20Web%20Sites/proyecto3/static.wixstatic.com/media/7a7733_0de05c041c0946aa80d703e0a80e689d_mv2.jpg/v1/fill/w_180,h_180,lg_1,usm_0.66_1.00_0.01/7a7733_0de05c041c0946aa80d703e0a80e689d_mv2.jpg	(from https://www.giambarhogar.com/)
16:49:35	137771/137771	---M-Z	200	added ('OK')	application/javascript	etag:W/%2218eb21e8d1074fd7a594d3748ba0cb33%22	https://static.parastorage.com/unpkg/core-js-bundle@3.2.1/minified.js	C:/My%20Web%20Sites/proyecto3/static.parastorage.com/unpkg/core-js-bundle@3.2.1/minified.js	(from https://www.giambarhogar.com/)
16:49:35	1171/1171	---M-Z	200	added ('OK')	application/javascript	etag:W/%22c187011c9a45c15a6fcbf5d62a5d755f%22	https://static.parastorage.com/unpkg/focus-within-polyfill@5.0.9/dist/focus-within-polyfill.js	C:/My%20Web%20Sites/proyecto3/static.parastorage.com/unpkg/focus-within-polyfill@5.0.9/dist/focus-within-polyfill.js	(from https://www.giambarhogar.com/)
16:49:36	65588/65588	---M-Z	200	added ('OK')	text/javascript	date:Mon,%2011%20Dec%202023%2021:49:36%20GMT	https://polyfill.io/v3/polyfill.min.js?features=fetch	C:/My%20Web%20Sites/proyecto3/polyfill.io/v3/polyfill.mind82c.js	(from https://www.giambarhogar.com/)
16:49:38	701816/701816	---MCZ	200	added ('OK')	text/html	date:Mon,%2011%20Dec%202023%2021:49:38%20GMT	https://www.giambarhogar.com/bancos	C:/My%20Web%20Sites/proyecto3/www.giambarhogar.com/bancos.html	(from https://www.giambarhogar.com/)
16:49:40	739314/739314	---MCZ	200	added ('OK')	text/html	date:Mon,%2011%20Dec%202023%2021:49:40%20GMT	https://www.giambarhogar.com/contacto	C:/My%20Web%20Sites/proyecto3/www.giambarhogar.com/contacto.html	(from https://www.giambarhogar.com/)
